index,Entity,Code,Year,cumulative_emissions_total,emissions_total,population,longitude,latitude
7774,Egypt,EGY,1991,1482697100.0,77295850.0,60029001,31.2461,30.0982
7775,Estonia,EST,1991,1124030300.0,34144172.0,1565380,24.7586,59.4392
7776,Ethiopia,ETH,1991,51639532.0,2958472.0,49717203,38.7468,9.02274
7745,Andorra,AND,1991,813408.0,406704.0,56691,1.5218,42.5075
7778,French Polynesia,PYF,1991,9269920.0,468992.0,207755,-149.57,-17.535
7779,Gabon,GAB,1991,121488570.0,4521703.0,1010821,9.45162,0.38832
7780,Gambia,GMB,1991,3440496.0,197856.0,1099960,-16.5885,13.4495
7813,Pakistan,PAK,1991,1057229250.0,67477100.0,120060409,72.8,30.5167
7814,Palau,PLW,1991,4429776.0,234496.0,15635,134.479,7.34194
7815,Papua New Guinea,PNG,1991,43048336.0,2169088.0,4021840,147.194,-9.47357
7816,Paraguay,PRY,1991,36846970.0,2103445.0,4144370,-57.6362,-25.3005
7817,Philippines,PHL,1991,945554300.0,43032204.0,64382249,121.035,14.5515
7818,Romania,ROU,1991,5735987700.0,142266350.0,22947416,26.0979,44.4479
7819,Russia,RUS,1991,68927790000.0,2406755600.0,149448433,37.6176,55.7558
7820,Rwanda,RWA,1991,9719764.0,472136.0,7526964,30.0587,-1.95325
7789,Iraq,IRQ,1991,1250673300.0,45185440.0,17767257,44.394,33.3302
7790,Italy,ITA,1991,12309546000.0,437741220.0,57075394,12.4823,41.8955
7791,Jamaica,JAM,1991,189080130.0,7750991.0,2400873,-76.792,17.9927
7792,Jordan,JOR,1991,139993360.0,9903911.0,3915152,35.9263,31.9497
7761,Burundi,BDI,1991,4007057.0,238160.0,5703860,29.3639,-3.3784
7794,Laos,LAO,1991,8595744.0,545936.0,4435121,102.177,18.5826
7795,Lebanon,LBN,1991,193862690.0,8115152.5,3668916,35.5134,33.8872
7796,Liberia,LBR,1991,32180958.0,374548.0,1956523,-10.7957,6.30039
7829,Slovenia,SVN,1991,408814430.0,13973374.0,1999191,14.5044,46.0546
7830,Somalia,SOM,1991,15675944.0,703923.0,6813762,45.3254,2.07515
7831,South Sudan,SSD,1991,10201533.0,392991.0,4836686,31.6,4.85
7832,Sri Lanka,LKA,1991,125962870.0,4138236.0,16475354,79.8528,6.92148
7833,Sudan,SDN,1991,116364580.0,4479958.0,22470676,32.5363,15.5932
7834,Suriname,SUR,1991,52921410.0,2023142.1,415021,-55.1679,5.8232
7835,Sweden,SWE,1991,3489305000.0,57751216.0,8616955,18.0645,59.3327
7836,Switzerland,CHE,1991,1793084400.0,46131670.0,6796942,7.44821,46.948
7805,Mozambique,MOZ,1991,85806730.0,941464.0,13352091,32.5713,-25.9664
7806,Namibia,NAM,1991,1044240.0,1044240.0,1415689,17.0931,-22.5648
7807,Netherlands,NLD,1991,6829884400.0,171193500.0,15155093,4.89095,52.3738
7808,New Caledonia,NCL,1991,57711450.0,1758618.0,181251,166.464,-22.2677
7777,Fiji,FJI,1991,19379964.0,655032.0,779666,178.399,-18.1149
7810,Nigeria,NGA,1991,1339432300.0,41929196.0,99720161,7.48906,9.05804
7811,North Korea,PRK,1991,3386864000.0,112819060.0,21428637,125.754,39.0319
7812,North Macedonia,MKD,1991,275527100.0,7788180.0,2056002,21.4361,42.0024
7845,Vanuatu,VUT,1991,1762384.0,65952.0,151807,168.321,-17.7404
7846,Afghanistan,AFG,1991,60517790.0,1914301.0,12238879,69.1761,34.5228
7847,Albania,ALB,1991,176847660.0,4290226.0,3282608,19.8172,41.3317
7848,Algeria,DZA,1991,1306124900.0,78806830.0,25987937,3.05097,36.7397
7849,Argentina,ARG,1991,3775168800.0,117754900.0,33230293,-58.4173,-34.6118
7850,Armenia,ARM,1991,247858480.0,7379803.0,3613978,44.509,40.1596
7851,Austria,AUT,1991,3519055600.0,65782396.0,7757140,16.3798,48.2201
7852,Bahamas,BHS,1991,109880290.0,1996880.0,280745,-77.339,25.0661
7821,Saint Kitts and Nevis,KNA,1991,1415526.0,106256.0,40382,-62.7309,17.3
7822,Saint Lucia,LCA,1991,2868912.0,190528.0,139536,-60.9832,14.0
7823,Saint Vincent and the Grenadines,VCT,1991,1322704.0,84272.0,112236,-61.2653,13.2035
7824,Samoa,WSM,1991,1817344.0,95264.0,169378,-171.752,-13.8314
7793,Kenya,KEN,1991,149324620.0,4834337.0,23646514,36.8126,-1.27975
7826,Sierra Leone,SLE,1991,19360576.0,556928.0,4246268,-13.2134,8.4821
7827,Singapore,SGP,1991,718950500.0,44235470.0,3136294,103.85,1.28941
7828,Sint Maarten (Dutch part),SXM,1991,43032544.0,426213.0,30063,,
7861,Cape Verde,CPV,1991,2571287.0,164880.0,384603,-23.5087,14.9218
7862,Chad,TCD,1991,5690918.0,384720.0,6205688,15.0445,12.1048
7863,Chile,CHL,1991,1122831500.0,30891810.0,13662482,-70.6475,-33.475
7864,Colombia,COL,1991,1372143100.0,56654080.0,33098373,-74.082,4.60987
7865,Congo,COG,1991,26075440.0,1082796.0,2449235,15.2662,-4.2767
7866,Croatia,HRV,1991,542758100.0,16992688.0,4825159,15.9614,45.8069
7867,Curacao,CUW,1991,388651840.0,3849377.0,155455,,
7868,Cyprus,CYP,1991,85630856.0,5132063.0,798950,33.3736,35.1676
7837,Tanzania,TZA,1991,67557976.0,2255268.0,26780440,35.7382,-6.17486
7838,Tonga,TON,1991,1161488.0,87936.0,99911,-175.216,-21.136
7839,Tunisia,TUN,1991,242064770.0,16005548.0,8501826,10.21,36.7899
7840,Turks and Caicos Islands,TCA,1991,124576.0,62288.0,12328,-71.141389,21.4602778
7809,New Zealand,NZL,1991,904188600.0,26175920.0,3480933,174.776,-41.2865
7842,Ukraine,UKR,1991,21468731000.0,632924160.0,52170967,30.5038,50.4536
7843,United Kingdom,GBR,1991,63966286000.0,609412700.0,57555199,-0.126236,51.5002
7844,Uruguay,URY,1991,269095140.0,4527678.0,3122357,-56.0675,-34.8941
7877,France,FRA,1991,27910818000.0,417859100.0,57271564,2.35097,48.8566
7878,Ghana,GHA,1991,87106640.0,3901860.0,15787495,-0.20795,5.57045
7879,Greece,GRC,1991,1408211800.0,83407500.0,10306645,23.7166,37.9792
7880,Greenland,GRL,1991,15817334.0,609900.0,55740,-51.7214,64.1836
7881,Guinea,GIN,1991,28912854.0,1025920.06,6697167,-13.7,9.51667
7882,Guinea-Bissau,GNB,1991,3616368.0,175872.0,994640,-15.1804,11.8037
7883,Guyana,GUY,1991,47309570.0,1106528.0,747870,-58.1548,6.80461
7884,Honduras,HND,1991,55378376.0,2526966.0,5123797,-87.4667,15.1333
7853,Bangladesh,BGD,1991,224646640.0,14752975.0,113787112,90.4113,23.7055
7854,Barbados,BRB,1991,19544396.0,1183679.0,259382,-59.6105,13.0935
7855,Belarus,BLR,1991,3150797600.0,104071656.0,10193889,27.5766,53.9678
7856,Belize,BLZ,1991,5594928.0,406704.0,187056,-88.7713,17.2534
7825,Saudi Arabia,SAU,1991,3407923500.0,244587120.0,11160752,46.6977,24.6748
7858,Botswana,BWA,1991,25006470.0,2634416.0,1341767,25.9201,-24.6544
7859,British Virgin Islands,VGB,1991,948976.0,73280.0,16208,-64.623056,18.431389
7860,Cambodia,KHM,1991,13615383.0,1304384.0,7686857,104.874,11.5556
7893,Kuwait,KWT,1991,1275303700.0,492841280.0,1351403,47.9824,29.3721
7894,Kyrgyzstan,KGZ,1991,628255940.0,15892826.0,4532124,74.6057,42.8851
7895,Latvia,LVA,1991,713210800.0,17919586.0,2648933,24.1048,56.9465
7896,Lesotho,LSO,1991,3000816.0,1527888.0,1842383,27.7167,-29.5208
7897,Libya,LBY,1991,679557400.0,42619850.0,4544404,13.1072,32.8578
7898,Liechtenstein,LIE,1991,3716645.0,206329.0,29303,9.52148,47.1411
7899,Luxembourg,LUX,1991,458974200.0,12423834.0,386819,6.1296,49.61
7900,Macao,MAC,1991,13512832.0,967296.0,362275,113.55,22.1667
7869,Czechia,CZE,1991,8496018400.0,148883280.0,10304420,14.4205,50.0878
7870,Dominica,DMA,1991,1047904.0,58624.0,69321,-61.39,15.2976
7871,Dominican Republic,DOM,1991,177003220.0,9538286.0,7299849,-69.8908,18.479
7872,El Salvador,SLV,1991,60939076.0,3154717.0,5495081,-89.2073,13.7034
7841,Uganda,UGA,1991,27921740.0,779805.0,18155901,32.5729,0.314269
7874,Eswatini,SWZ,1991,10882080.0,872032.0,908193,31.4659,-26.5225
7875,Faroe Islands,FRO,1991,11739456.0,655856.0,46839,-6.91181,61.8926
7876,Finland,FIN,1991,1547407100.0,55195000.0,5013889,24.9525,60.1608
7912,Norway,NOR,1991,1390848400.0,33458000.0,4261618,10.7387,59.9138
7913,Oman,OMN,1991,153564460.0,11594826.0,1851476,58.5874,23.6105
7914,Palestine,PSE,1991,1744064.0,883024.0,2228955,,
7915,Panama,PAN,1991,103396840.0,3104491.0,2508273,-79.5188,8.99427
7916,Peru,PER,1991,854358000.0,20757894.0,22483784,-77.0465,-12.0931
7885,Hungary,HUN,1991,3415295500.0,69824870.0,10378174,19.0408,47.4984
7886,Indonesia,IDN,1991,3078874600.0,174865010.0,186778239,106.83,-6.19752
7887,Iran,IRN,1991,4788219400.0,223045660.0,59986931,51.4447,35.6878
7888,Ireland,IRL,1991,1042857600.0,33675164.0,3534258,-6.26749,53.3441
7857,Bolivia,BOL,1991,130658770.0,10495215.0,7280294,-66.1936,-13.9908
7890,Japan,JPN,1991,30036451000.0,1169093000.0,123889870,139.77,35.67
7891,Kazakhstan,KAZ,1991,7488908300.0,261065920.0,17278604,71.4382,51.1879
7892,Kiribati,KIR,1991,703488.0,21984.0,76385,172.979,1.32905
7940,Venezuela,VEN,1991,3283094500.0,114106780.0,20304898,-69.8371,9.08165
7922,Serbia,SRB,1991,1446199900.0,40927610.0,7867067,20.4656,44.8024
7923,Seychelles,SYC,1991,2429232.0,172208.0,74838,55.4466,-4.6309
7924,Slovakia,SVK,1991,2736319500.0,53331740.0,5284876,17.1073,48.1484
7925,Solomon Islands,SLB,1991,2678384.0,157552.0,341743,159.949,-9.42676
7926,South Africa,ZAF,1991,8946775000.0,326026700.0,41687903,28.1871,-25.746
7927,South Korea,KOR,1991,3394949400.0,275688220.0,44439146,126.957,37.5323
7905,Moldova,MDA,1991,1145138400.0,29596334.0,4456609,28.8497,47.0167
7933,Trinidad and Tobago,TTO,1991,585673400.0,16968162.0,1262174,-61.4789,10.6596
7934,Turkey,TUR,1991,2563026000.0,158126320.0,57009892,32.3606,39.7153
7935,Turkmenistan,TKM,1991,961564800.0,30424800.0,3855902,58.3794,37.9509
7936,Tuvalu,TUV,1991,7328.0,3664.0,8953,179.089567,-8.6314877
7937,United Arab Emirates,ARE,1991,881773000.0,56673424.0,2006630,54.3705,24.4764
7917,Poland,POL,1991,18208856000.0,373622750.0,38152947,21.02,52.26
7918,Portugal,PRT,1991,980794750.0,47130890.0,9969181,-9.13552,38.7072
7919,Qatar,QAT,1991,310582460.0,17380476.0,454860,51.5082,25.2948
7920,Sao Tome and Principe,STP,1991,963632.0,47632.0,125711,6.6071,0.20618
7889,Israel,ISR,1991,664708300.0,36148456.0,4779892,35.2035,31.7717
7908,Nauru,NRU,1991,2846928.0,124576.0,9873,166.920867,-0.5477
7909,Nepal,NPL,1991,13997125.0,1026311.06,20036507,85.3157,27.6939
7910,Nicaragua,NIC,1991,56909410.0,1986324.0,4259636,-86.2734,12.1475
7938,United States,USA,1991,254282600000.0,5062956500.0,256471424,-77.032,38.8895
7939,Uzbekistan,UZB,1991,2888829700.0,102287410.0,20962908,69.269,41.3052
7921,Senegal,SEN,1991,67990310.0,3379206.0,7943091,-17.4734,14.7247
7911,Niger,NER,1991,14527097.0,566218.0,8546900,2.1073,13.514
8004,Mexico,MEX,1992,8067137500.0,332453280.0,86044806,-99.1276,19.427
8005,Micronesia (country),FSM,1992,135568.0,135568.0,104823,158.185,6.91771
8006,Moldova,MDA,1992,1166116500.0,20978058.0,4455714,28.8497,47.0167
8007,Mongolia,MNG,1992,184827890.0,10942613.0,2239130,106.937,47.9129
8008,Montenegro,MNE,1992,50632156.0,1483274.0,626030,19.2595,42.4602
8009,Mozambique,MOZ,1992,86833940.0,1027205.94,13613314,32.5713,-25.9664
8010,Myanmar,MMR,1992,207944480.0,4841915.0,40950342,95.9562,21.914
8011,Nepal,NPL,1992,15230054.0,1232929.0,20609708,85.3157,27.6939
8012,Netherlands,NLD,1992,7000881000.0,170996980.0,15276787,4.89095,52.3738
7981,Gambia,GMB,1992,3638352.0,197856.0,1145583,-16.5885,13.4495
7982,Ghana,GHA,1992,90349280.0,3242640.0,16184863,-0.20795,5.57045
7983,Greece,GRC,1992,1493187600.0,84975656.0,10359895,23.7166,37.9792
7984,Grenada,GRD,1992,1890624.0,117248.0,101618,-61.7449,12.0653
7985,Guatemala,GTM,1992,113507360.0,5919209.0,9522265,-90.5328,14.6248
7986,Guinea-Bissau,GNB,1992,3795904.0,179536.0,1024365,-15.1804,11.8037
7987,Guyana,GUY,1992,48350144.0,1040576.0,749919,-58.1548,6.80461
8020,Qatar,QAT,1992,337362800.0,26780340.0,469657,51.5082,25.2948
8021,Russia,RUS,1992,70894300000.0,1966504700.0,148915993,37.6176,55.7558
8022,Rwanda,RWA,1992,10199250.0,479486.0,7683266,30.0587,-1.95325
8023,Samoa,WSM,1992,1916272.0,98928.0,170340,-171.752,-13.8314
8024,Saudi Arabia,SAU,1992,3684010000.0,276086500.0,11686682,46.6977,24.6748
8025,Senegal,SEN,1992,71412980.0,3422666.0,8168396,-17.4734,14.7247
8026,Serbia,SRB,1992,1489884200.0,43684256.0,7859811,20.4656,44.8024
8027,Seychelles,SYC,1992,2601440.0,172208.0,75630,55.4466,-4.6309
8028,Singapore,SGP,1992,766392000.0,47441470.0,3226461,103.85,1.28941
7997,Lesotho,LSO,1992,4587328.0,1586512.0,1873281,27.7167,-29.5208
7998,Liberia,LBR,1992,32572616.0,391658.0,2072466,-10.7957,6.30039
7999,Liechtenstein,LIE,1992,3923595.0,206950.0,29750,9.52148,47.1411
8000,Lithuania,LTU,1992,1168005100.0,21203240.0,3697552,25.2799,54.6896
8001,Malta,MLT,1992,36847108.0,2293597.0,374805,14.5189,35.9042
8002,Marshall Islands,MHL,1992,76944.0,76944.0,46406,171.135,7.11046
8003,Mauritania,MRT,1992,23273564.0,905008.0,2088143,-15.9824,18.2367
8036,Tajikistan,TJK,1992,369350500.0,7308103.0,5649397,68.7864,38.5878
8037,Togo,TGO,1992,17561076.0,1030496.0,4233619,1.2255,6.1228
8038,Tonga,TON,1992,1231104.0,69616.0,100045,-175.216,-21.136
8039,Trinidad and Tobago,TTO,1992,604776100.0,19102764.0,1271681,-61.4789,10.6596
8040,Turkey,TUR,1992,2727090700.0,164064880.0,57990121,32.3606,39.7153
8041,Turkmenistan,TKM,1992,993559000.0,31994180.0,3944689,58.3794,37.9509
8042,Turks and Caicos Islands,TCA,1992,190528.0,65952.0,12992,-71.141389,21.4602778
8043,Tuvalu,TUV,1992,10992.0,3664.0,9060,179.089567,-8.6314877
8044,Ukraine,UKR,1992,22058015000.0,589282800.0,52323675,30.5038,50.4536
8013,New Caledonia,NCL,1992,59286916.0,1575469.0,186084,166.464,-22.2677
8014,Norway,NOR,1992,1425242400.0,34394000.0,4286255,10.7387,59.9138
8015,Oman,OMN,1992,165457120.0,11892658.0,1938240,58.5874,23.6105
8016,Pakistan,PAK,1992,1129244200.0,72014920.0,123546855,72.8,30.5167
8017,Palestine,PSE,1992,2660064.0,916000.0,2324698,,
8018,Peru,PER,1992,875343800.0,20985784.0,22946345,-77.0465,-12.0931
8019,Philippines,PHL,1992,993488260.0,47933964.0,65926130,121.035,14.5515
8052,Armenia,ARM,1992,253582180.0,5723698.0,3571870,44.509,40.1596
8053,Austria,AUT,1992,3579338500.0,60282904.0,7842715,16.3798,48.2201
8054,Bahamas,BHS,1992,111748930.0,1868640.0,285938,-77.339,25.0661
8055,Barbados,BRB,1992,20708368.0,1163971.0,260272,-59.6105,13.0935
8056,Belarus,BLR,1992,3244280600.0,93482970.0,10217561,27.5766,53.9678
8057,Belgium,BEL,1992,9322395000.0,122492456.0,10045988,4.36761,50.8371
8058,Bolivia,BOL,1992,141673020.0,11014244.0,7430337,-66.1936,-13.9908
8059,Botswana,BWA,1992,27783782.0,2777312.0,1380038,25.9201,-24.6544
8060,Bulgaria,BGR,1992,2448376800.0,57456410.0,8559091,23.3238,42.7105
8029,Slovenia,SVN,1992,422697020.0,13882581.0,1995862,14.5044,46.0546
8030,Somalia,SOM,1992,16342032.0,666088.0,6495109,45.3254,2.07515
8031,South Africa,ZAF,1992,9248100000.0,301325400.0,42443510,28.1871,-25.746
8032,South Sudan,SSD,1992,10552923.0,351390.0,4909746,31.6,4.85
8033,Sri Lanka,LKA,1992,131069210.0,5106336.0,16739297,79.8528,6.92148
8034,Suriname,SUR,1992,54951860.0,2030452.0,417602,-55.1679,5.8232
8035,Syria,SYR,1992,596179140.0,42561740.0,13385570,36.3119,33.5146
8068,Colombia,COL,1992,1433637800.0,61494680.0,33760571,-74.082,4.60987
8069,Congo,COG,1992,27364604.0,1289163.0,2519467,15.2662,-4.2767
8070,Cote d'Ivoire,CIV,1992,125746650.0,3843536.0,13200313,-4.0305,5.332
8071,Croatia,HRV,1992,559133000.0,16374968.0,4782235,15.9614,45.8069
8072,Cuba,CUB,1992,1004913900.0,20593126.0,10785807,-82.3667,23.1333
8073,Curacao,CUW,1992,391823230.0,3171417.0,155101,,
8074,Cyprus,CYP,1992,91135010.0,5504151.0,810344,33.3736,35.1676
8075,Denmark,DNK,1992,2675801000.0,58314536.0,5171372,12.5681,55.6763
8076,Dominica,DMA,1992,1106528.0,58624.0,69344,-61.39,15.2976
8045,Vanuatu,VUT,1992,1828336.0,65952.0,155619,168.321,-17.7404
8046,Vietnam,VNM,1992,782206300.0,21466460.0,68260336,105.825,21.0069
8047,Yemen,YEM,1992,185656160.0,9873645.0,14989497,44.2075,15.352
8048,Zambia,ZMB,1992,152508900.0,2424693.0,8176677,28.2937,-15.3982
8049,Afghanistan,AFG,1992,61999850.0,1482054.0,13278983,69.1761,34.5228
8050,Angola,AGO,1992,125891384.0,5164449.0,12423717,13.242,-8.81155
8051,Antigua and Barbuda,ATG,1992,11221610.0,249152.0,64422,-61.8456,17.1175
8084,Haiti,HTI,1992,22341454.0,888522.0,7136577,-72.3288,18.5392
8085,Iceland,ISL,1992,68633390.0,2249700.0,261087,-21.8952,64.1353
8086,Indonesia,IDN,1992,3278293200.0,199418670.0,190043742,106.83,-6.19752
8087,Iran,IRN,1992,5016413000.0,228193820.0,61184982,51.4447,35.6878
8088,Iraq,IRQ,1992,1309562800.0,58889384.0,18300849,44.394,33.3302
8089,Ireland,IRL,1992,1076353800.0,33496132.0,3558417,-6.26749,53.3441
8090,Jamaica,JAM,1992,196788850.0,7708731.0,2424698,-76.792,17.9927
8091,Japan,JPN,1992,31215342000.0,1178892000.0,124383707,139.77,35.67
8092,Kazakhstan,KAZ,1992,7725039000.0,236131070.0,17332624,71.4382,51.1879
8061,Burkina Faso,BFA,1992,10579112.0,630208.0,9629280,-1.53395,12.3605
8062,Burundi,BDI,1992,4223233.0,216176.0,5858405,29.3639,-3.3784
8063,Cambodia,KHM,1992,14963735.0,1348352.0,8113085,104.874,11.5556
8064,Canada,CAN,1992,18079435000.0,463496740.0,28500066,-75.6919,45.4215
8065,Central African Republic,CAF,1992,5595217.0,194192.0,3058837,21.6407,5.63056
8066,Chile,CHL,1992,1154832100.0,32000644.0,13884579,-70.6475,-33.475
8067,China,CHN,1992,48741500000.0,2730787600.0,1184574236,116.286,40.0495
8100,Macao,MAC,1992,14491120.0,978288.0,372256,113.55,22.1667
8101,Madagascar,MDG,1992,33997756.0,1002845.06,12800870,45.7167,-20.4667
8102,Malawi,MWI,1992,21239180.0,787089.0,10135082,33.7703,-13.9899
8103,Malaysia,MYS,1992,962496800.0,72961016.0,18834569,101.684,3.12433
8104,Maldives,MDV,1992,1352016.0,230832.0,238559,73.5109,4.1742
8105,Mali,MLI,1992,10165135.0,462522.0,9553540,-7.50034,13.5667
8106,Mauritius,MUS,1992,23295712.0,1707424.0,1117676,57.4977,-20.1605
8107,Morocco,MAR,1992,449765760.0,24736784.0,25212469,-6.8704,33.9905
8108,Namibia,NAM,1992,2180080.0,1135840.0,1461324,17.0931,-22.5648
8077,Ecuador,ECU,1992,356538270.0,21959676.0,10930128,-78.5243,-0.229498
8078,Faroe Islands,FRO,1992,12387984.0,648528.0,46043,-6.91181,61.8926
8079,France,FRA,1992,28318134000.0,407315940.0,57554867,2.35097,48.8566
8080,Georgia,GEO,1992,475211780.0,15276915.0,5294186,44.793,41.71
8081,Germany,DEU,1992,68780790000.0,969464400.0,80934901,13.4115,52.5235
8082,Greenland,GRL,1992,16413141.0,595807.0,55769,-51.7214,64.1836
8083,Guinea,GIN,1992,29971750.0,1058896.0,6914370,-13.7,9.51667
8116,Palau,PLW,1992,4627632.0,197856.0,16017,134.479,7.34194
8117,Panama,PAN,1992,107509130.0,4112287.0,2561342,-79.5188,8.99427
8118,Papua New Guinea,PNG,1992,45239410.0,2191072.0,4166702,147.194,-9.47357
8119,Paraguay,PRY,1992,39426908.0,2579939.0,4253608,-57.6362,-25.3005
8120,Poland,POL,1992,18573367000.0,364510560.0,38233636,21.02,52.26
8121,Portugal,PRT,1992,1031751300.0,50956564.0,9960345,-9.13552,38.7072
8122,Romania,ROU,1992,5868057600.0,132070264.0,22912389,26.0979,44.4479
8123,Saint Kitts and Nevis,KNA,1992,1525446.0,109920.0,40740,-62.7309,17.3
8124,Saint Lucia,LCA,1992,3081424.0,212512.0,141629,-60.9832,14.0
8093,Kiribati,KIR,1992,729136.0,25648.0,77655,172.979,1.32905
8094,Kuwait,KWT,1992,1304952000.0,29648394.0,1634968,47.9824,29.3721
8095,Kyrgyzstan,KGZ,1992,639297600.0,11041681.0,4600308,74.6057,42.8851
8096,Laos,LAO,1992,9188471.0,592727.0,4559650,102.177,18.5826
8097,Latvia,LVA,1992,727404350.0,14193533.0,2614833,24.1048,56.9465
8098,Libya,LBY,1992,716581800.0,37024420.0,4640360,13.1072,32.8578
8099,Luxembourg,LUX,1992,471166500.0,12192271.0,391972,6.1296,49.61
8132,Spain,ESP,1992,6713554400.0,248411680.0,39420344,-3.70327,40.4167
8133,Sudan,SDN,1992,120365920.0,4001345.2,22927356,32.5363,15.5932
8134,Sweden,SWE,1992,3546883300.0,57578296.0,8667576,18.0645,59.3327
8135,Switzerland,CHE,1992,1839102000.0,46017530.0,6875049,7.44821,46.948
8136,Tanzania,TZA,1992,69735560.0,2177588.0,27457599,35.7382,-6.17486
8137,Thailand,THA,1992,1140923400.0,105513450.0,56528832,100.521,13.7308
8138,Tunisia,TUN,1992,257222540.0,15157766.0,8682509,10.21,36.7899
8139,Uganda,UGA,1992,28719532.0,797791.0,18785037,32.5729,0.314269
8140,United Arab Emirates,ARE,1992,939530050.0,57757056.0,2114738,54.3705,24.4764
8109,Nauru,NRU,1992,2967840.0,120912.0,10042,166.920867,-0.5477
8110,New Zealand,NZL,1992,932351100.0,28162450.0,3532246,174.776,-41.2865
8111,Nicaragua,NIC,1992,59282024.0,2372617.0,4357031,-86.2734,12.1475
8112,Niger,NER,1992,15051704.0,524607.0,8817633,2.1073,13.514
8113,Nigeria,NGA,1992,1385697700.0,46265316.0,102372779,7.48906,9.05804
8114,North Korea,PRK,1992,3484845800.0,97981620.0,21750912,125.754,39.0319
8115,North Macedonia,MKD,1992,283921300.0,8394224.0,2032516,21.4361,42.0024
8125,Saint Vincent and the Grenadines,VCT,1992,1406976.0,84272.0,112524,-61.2653,13.2035
8126,Sao Tome and Principe,STP,1992,1011264.0,47632.0,128127,6.6071,0.20618
8127,Sierra Leone,SLE,1992,19642704.0,282128.0,4166368,-13.2134,8.4821
8128,Sint Maarten (Dutch part),SXM,1992,43383692.0,351148.0,31589,,
8129,Slovakia,SVK,1992,2785247200.0,48927690.0,5306445,17.1073,48.1484
8130,Solomon Islands,SLB,1992,2839600.0,161216.0,352215,159.949,-9.42676
8131,South Korea,KOR,1992,3694854700.0,299905440.0,44653699,126.957,37.5323
7948,Argentina,ARG,1992,3896703500.0,121534696.0,33693532,-58.4173,-34.6118
7947,Andorra,AND,1992,1220112.0,406704.0,60217,1.5218,42.5075
7974,Estonia,EST,1992,1148448300.0,24417834.0,1540214,24.7586,59.4392
7975,Eswatini,SWZ,1992,11713808.0,831728.0,943426,31.4659,-26.5225
7976,Ethiopia,ETH,1992,54576268.0,2936737.0,51853756,38.7468,9.02274
7977,Fiji,FJI,1992,20110274.0,730309.0,785349,178.399,-18.1149
7978,Finland,FIN,1992,1601679100.0,54272000.0,5042145,24.9525,60.1608
7979,French Polynesia,PYF,1992,9716928.0,447008.0,211570,-149.57,-17.535
7980,Gabon,GAB,1992,126405496.0,4916933.0,1038386,9.45162,0.38832
7949,Aruba,ABW,1992,27895818.0,538608.0,68889,-70.0167,12.5167
7950,Australia,AUS,1992,8033654300.0,284529000.0,17549286,149.129,-35.282
7951,Azerbaijan,AZE,1992,1547337700.0,56174400.0,7405781,49.8932,40.3834
7952,Bahrain,BHR,1992,258887200.0,10402063.0,547753,50.5354,26.1921
8141,United Kingdom,GBR,1992,64560132000.0,593845950.0,57719273,-0.126236,51.5002
8142,United States,USA,1992,259456830000.0,5174227500.0,259606021,-77.032,38.8895
8143,Uruguay,URY,1992,274238000.0,5142888.0,3139704,-56.0675,-34.8941
8144,Uzbekistan,UZB,1992,2999814100.0,110984330.0,21485095,69.269,41.3052
8145,Venezuela,VEN,1992,3387722200.0,104627810.0,20780946,-69.8371,9.08165
8146,Zimbabwe,ZWE,1992,454715040.0,16702375.0,10702697,31.0672,-17.8312
7988,Honduras,HND,1992,58181690.0,2803312.0,5271437,-87.4667,15.1333
7989,Hong Kong,HKG,1992,506501470.0,32918560.0,5759558,114.109,22.3964
7990,Hungary,HUN,1992,3477576200.0,62280750.0,10371477,19.0408,47.4984
7991,India,IND,1992,12276237000.0,655447040.0,902957075,77.225,28.6353
7992,Israel,ISR,1992,706790800.0,42082496.0,4957240,35.2035,31.7717
7993,Italy,ITA,1992,12747482000.0,437935970.0,57124993,12.4823,41.8955
7994,Jordan,JOR,1992,151977570.0,11984199.0,4127699,35.9263,31.9497
7995,Kenya,KEN,1992,154861070.0,5536456.0,24382466,36.8126,-1.27975
7996,Lebanon,LBN,1992,203589600.0,9726913.0,3747375,35.5134,33.8872
7965,Comoros,COM,1992,1146832.0,69616.0,465118,43.2418,-11.6986
7966,Costa Rica,CRI,1992,68345730.0,3741868.0,3284261,-84.0089,9.63701
7967,Czechia,CZE,1992,8641724000.0,145705810.0,10312449,14.4205,50.0878
7968,Democratic Republic of Congo,COD,1992,136509940.0,2808223.0,39228908,15.3222,-4.325
7969,Djibouti,DJI,1992,7635776.0,304112.0,626016,43.1425,11.5806
7970,Dominican Republic,DOM,1992,187421390.0,10418188.0,7447476,-69.8908,18.479
7971,Egypt,EGY,1992,1562636900.0,79939880.0,61480663,31.2461,30.0982
7953,Bangladesh,BGD,1992,240037540.0,15390896.0,115952198,90.4113,23.7055
7954,Belize,BLZ,1992,5950336.0,355408.0,190995,-88.7713,17.2534
7955,Benin,BEN,1992,13089046.0,670946.0,5617847,2.6323,6.4779
7956,Bermuda,BMU,1992,13241696.0,461664.0,58430,-64.706,32.3293
7957,Bhutan,BTN,1992,1667363.0,215057.0,577780,89.6177,27.5768
7958,Bosnia and Herzegovina,BIH,1992,512948480.0,15028713.0,4234620,18.4214,43.8607
7959,Brazil,BRA,1992,5175561000.0,233601000.0,154275077,-47.9292,-15.7801
7960,British Virgin Islands,VGB,1992,1029584.0,80608.0,16615,-64.623056,18.431389
